,Loss-1,Loss0,Loss1,Loss2,Loss3,Loss4,Loss5,Loss6,Loss7,Loss8,Loss9,Loss10,Loss11,Loss12,Loss13,Loss14,Loss15,Loss16,Loss17,Loss18,Loss19,Loss20,Loss21,Loss22,Loss23,Loss24,Loss25,Loss26,Loss27,Loss28,Loss29,Loss30,Loss31,Loss32,Loss33,Loss34,Loss35,Loss36,Loss37,Loss38,Loss39,Loss40,Loss41,Loss42,Loss43,Loss44,Loss45,Loss46,Loss47,Loss48,Loss49,Res-1,Res0,Res1,Res2,Res3,Res4,Res5,Res6,Res7,Res8,Res9,Res10,Res11,Res12,Res13,Res14,Res15,Res16,Res17,Res18,Res19,Res20,Res21,Res22,Res23,Res24,Res25,Res26,Res27,Res28,Res29,Res30,Res31,Res32,Res33,Res34,Res35,Res36,Res37,Res38,Res39,Res40,Res41,Res42,Res43,Res44,Res45,Res46,Res47,Res48,Res49,Mag-1,Mag0,Mag1,Mag2,Mag3,Mag4,Mag5,Mag6,Mag7,Mag8,Mag9,Mag10,Mag11,Mag12,Mag13,Mag14,Mag15,Mag16,Mag17,Mag18,Mag19,Mag20,Mag21,Mag22,Mag23,Mag24,Mag25,Mag26,Mag27,Mag28,Mag29,Mag30,Mag31,Mag32,Mag33,Mag34,Mag35,Mag36,Mag37,Mag38,Mag39,Mag40,Mag41,Mag42,Mag43,Mag44,Mag45,Mag46,Mag47,Mag48,Mag49,Ang-1,Ang0,Ang1,Ang2,Ang3,Ang4,Ang5,Ang6,Ang7,Ang8,Ang9,Ang10,Ang11,Ang12,Ang13,Ang14,Ang15,Ang16,Ang17,Ang18,Ang19,Ang20,Ang21,Ang22,Ang23,Ang24,Ang25,Ang26,Ang27,Ang28,Ang29,Ang30,Ang31,Ang32,Ang33,Ang34,Ang35,Ang36,Ang37,Ang38,Ang39,Ang40,Ang41,Ang42,Ang43,Ang44,Ang45,Ang46,Ang47,Ang48,Ang49,DLin-1,DLin0,DLin1,DLin2,DLin3,DLin4,DLin5,DLin6,DLin7,DLin8,DLin9,DLin10,DLin11,DLin12,DLin13,DLin14,DLin15,DLin16,DLin17,DLin18,DLin19,DLin20,DLin21,DLin22,DLin23,DLin24,DLin25,DLin26,DLin27,DLin28,DLin29,DLin30,DLin31,DLin32,DLin33,DLin34,DLin35,DLin36,DLin37,DLin38,DLin39,DLin40,DLin41,DLin42,DLin43,DLin44,DLin45,DLin46,DLin47,DLin48,DLin49,hist0,hist1,hist2,hist3,hist4,hist5,hist6,hist7,hist8,hist9,hist10,hist11,hist12,hist13,hist14,hist15,hist16,hist17,hist18,hist19,hist20,hist21,hist22,hist23,hist24,hist25,hist26,hist27,hist28,hist29,hist30,hist31,hist32,hist33,hist34,hist35,hist36,hist37,hist38,hist39,hist40,hist41,hist42,hist43,hist44,hist45,hist46,hist47,hist48,hist49
Tight,0.27139962135520374,0.06714439483240095,0.09547309934301608,0.14098294888206056,0.19188709631942,0.23578449428508386,0.2694744485123805,0.29209272043562534,0.3082307443209074,0.3168335611081981,0.3269163267826968,0.3308184918963953,0.3365167563787047,0.33936002206608434,0.3430803154747774,0.3435222508107359,0.3464090432995794,0.3462915861700242,0.34718272181352683,0.3483678445430005,0.35660848634932546,0.3540791446271318,0.3558383523928279,0.3569373047362539,0.35565756124999165,0.36201614758896605,0.3699873697759388,0.3601760128297986,0.3671198898049103,0.3784180896057976,0.3692570277793055,0.3734563700742862,0.3757937289474778,0.36623332880542103,0.3842582575904697,0.3805967839845903,0.3771147830997489,0.37706368081728964,0.4049828631947537,0.37817695654379024,0.376671182271445,0.3777444323799822,0.3932500726195694,0.3906844167512658,0.43752741312904014,0.41361340515689143,0.4459778996070551,0.40673530012482445,0.4609701990600715,0.35109953084021256,0.4400677269513437,26.72230346906528,26.031507728671464,26.244904201414784,26.198520238648022,26.116234014458865,26.133489888711086,26.316187347189558,26.376324329776292,26.466612563389365,26.45211921111592,26.618947395142357,26.697796860648207,26.80904677525021,27.055948818768716,27.2324576563901,27.371792883657122,27.57034036695244,27.637857770795616,27.901454882375585,27.96356123336142,28.470893503491112,28.628275994660047,28.77805023847822,29.04614709913186,28.77745713451076,29.721065162367648,30.22058083936901,30.4375961634393,31.000112000413147,32.62431914074026,31.886555915081797,31.533246276092097,32.10601317949985,30.92387201225526,36.59483508097984,34.95519907185116,32.01415161022604,31.470402450739563,34.777934694587216,35.76831699620438,33.55559182526859,31.451007913585137,34.28164381517528,33.565501982103726,42.6377850749497,38.733084290593084,39.488968953229396,36.94621758206936,44.87462198724144,32.57796028718195,38.99110738970103,26.236334027924016,32.917874862797596,29.352750244930657,26.47555631158876,24.814968125316327,24.242312236155108,24.317438023300973,24.53652169780628,24.753857576608098,25.138813195978308,25.554010250688084,25.9572438448877,26.177701015489898,26.78533235923335,27.115113523681096,27.76862026889362,28.040592963463922,28.233202252856305,28.77509495138573,29.224609403476904,29.75393623137161,29.97939537393567,30.63089605027944,30.899876651864005,30.599205763916675,31.95115235852426,33.09550667754195,33.75966514685389,34.34758742815102,36.76731758819066,35.78383724126233,33.95078765572571,34.412348148391295,34.57956323651274,38.7793973430731,39.2483572139619,36.8567869114812,35.769424341380216,40.449601187408405,36.96481986550234,39.64097062924881,35.64747203689424,39.17309237742025,37.94721440787839,40.07084862894477,45.056298053599654,48.26851798588109,45.394834833589655,45.24542841534714,36.97691006430478,47.42366446825829,0.7732427677738067,1.6534938412901596,1.4471593491943173,1.2408559902754697,1.0547975280921087,0.8932418229898577,0.7570553991794549,0.6420827332061522,0.556741001075951,0.47906000111573205,0.4236437757743884,0.3774648617230192,0.3406942137684358,0.31005547677778267,0.2876015786766712,0.2608181187828071,0.24492621652896465,0.2275128584398525,0.21114920903242804,0.20213837871555893,0.19449978254910286,0.18371826697275356,0.16609563933264226,0.1632297510774916,0.15337276948138473,0.16258103911752667,0.1438221988441574,0.14308886505155816,0.13566218681513095,0.1282404727544569,0.12253421212298742,0.12350175898786887,0.1207327028116417,0.10502458049130593,0.12423497193553851,0.10141758448431376,0.09538044778858368,0.09437336419828751,0.09579107230882539,0.12589427522367627,0.0841591987891922,0.08353305797839372,0.094367729855012,0.11372719760871443,0.16231885058685797,0.0830475391985235,0.07746026174353077,0.07361638203795767,0.1768104230320257,0.06983928681421019,0.060682799750482054,0.3342082230005042,6.544681135933048,1.709887478251312,0.7851786824078192,0.4233337301805818,0.24789810445374783,0.15689452446221974,0.09937020653794632,0.06425855637469734,0.04032323805993981,0.0233783453966443,0.012931335911969127,0.005242017279665908,-0.000577284219815072,-0.005526801593844285,-0.008515660357168242,-0.010876136633765219,-0.011828944409721197,-0.009582710962141092,-0.014834421312694478,-0.015986221649530563,-0.014830997000523876,-0.012444349303427011,-0.015413051342357084,-0.013355802870532153,-0.010414942354826187,-0.010780734466517792,-0.00868744579604654,-0.009698676334402093,-0.007187513388113452,-0.01028593352600591,-0.009781148525746797,-0.010727577960014823,-0.0023230648713869263,-0.004963890846594843,-0.004064784453098496,-0.007223927954953956,-0.010886233243240274,-0.011381078774355045,-0.008423907623007338,-0.004493108358453656,-0.0073639249219006235,-0.00611722906971037,-0.015902604259063594,-0.005020366341947617,-0.0060521889061038925,-0.003043461590715735,-0.005909618315202796,-0.009307571390399326,-0.010299548571945337,-0.004882019431675902,39778.0,105786.0,158051.0,199297.0,223621.0,234298.0,231056.0,218375.0,200611.0,177852.0,155033.0,132806.0,111393.0,93212.0,76713.0,63083.0,51708.0,41921.0,34341.0,27699.0,22821.0,18415.0,15212.0,12687.0,10396.0,8733.0,7140.0,5958.0,5045.0,4357.0,3641.0,3036.0,2663.0,2259.0,1933.0,1739.0,1475.0,1230.0,1147.0,976.0,867.0,741.0,653.0,590.0,506.0,399.0,385.0,363.0,295.0,295.0
Truth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42243.0,126317.0,200186.0,248374.0,265159.0,257669.0,238183.0,213826.0,187172.0,159916.0,135603.0,112617.0,94416.0,77245.0,63208.0,51831.0,42391.0,33978.0,27743.0,22499.0,18251.0,15096.0,12253.0,10415.0,8640.0,7149.0,5978.0,5066.0,4240.0,3669.0,3079.0,2673.0,2192.0,1891.0,1696.0,1447.0,1283.0,1079.0,966.0,794.0,758.0,666.0,568.0,480.0,430.0,402.0,321.0,282.0,291.0,251.0
