bins,True_ET,Tight_Final_ET
171.5,18338.0,64839.0
172.5,19015.0,66923.0
173.5,20174.0,69372.0
174.5,21026.0,72424.0
175.5,22259.0,73919.0
176.5,23439.0,77021.0
177.5,24629.0,78868.0
178.5,26105.0,81921.0
179.5,27494.0,84484.0
180.5,28803.0,86602.0
181.5,30433.0,89424.0
182.5,32403.0,91747.0
183.5,33930.0,94459.0
184.5,36144.0,97385.0
185.5,37675.0,99207.0
186.5,40489.0,102699.0
187.5,42922.0,104823.0
188.5,45465.0,107476.0
189.5,48446.0,110433.0
190.5,52013.0,112280.0
191.5,56319.0,115882.0
192.5,60410.0,117984.0
193.5,65368.0,120683.0
194.5,71070.0,123030.0
195.5,78079.0,125328.0
196.5,86463.0,126836.0
197.5,96880.0,129758.0
198.5,110290.0,131592.0
199.5,133400.0,133296.0
200.5,267218.0,135319.0
201.5,279524.0,137424.0
202.5,284399.0,138692.0
203.5,286355.0,141431.0
204.5,284836.0,141772.0
205.5,283008.0,143704.0
206.5,281039.0,144475.0
207.5,279581.0,146196.0
208.5,275292.0,147257.0
209.5,272691.0,148269.0
210.5,266482.0,149742.0
211.5,263371.0,149847.0
212.5,259247.0,151173.0
213.5,254672.0,151353.0
214.5,250665.0,152206.0
215.5,245701.0,152743.0
216.5,241871.0,152139.0
217.5,237338.0,152634.0
218.5,233035.0,153024.0
219.5,228984.0,152575.0
220.5,223295.0,152085.0
221.5,219410.0,152427.0
222.5,214487.0,151400.0
223.5,210408.0,152104.0
224.5,207093.0,150746.0
225.5,202455.0,151068.0
226.5,198132.0,149603.0
227.5,193903.0,148896.0
228.5,190530.0,147919.0
229.5,187544.0,146821.0
230.5,183101.0,145937.0
231.5,179956.0,144041.0
232.5,176110.0,143958.0
233.5,172384.0,142048.0
234.5,169535.0,140337.0
235.5,165050.0,140336.0
236.5,162691.0,138756.0
237.5,158384.0,136858.0
238.5,155761.0,135575.0
239.5,152305.0,134092.0
240.5,149168.0,132244.0
241.5,145838.0,130840.0
242.5,143561.0,128882.0
243.5,140544.0,127786.0
244.5,137238.0,125458.0
245.5,134244.0,124414.0
246.5,131574.0,122394.0
247.5,128683.0,120746.0
248.5,126047.0,119264.0
249.5,123030.0,116786.0
250.5,121167.0,115180.0
251.5,118524.0,113569.0
252.5,115781.0,111637.0
253.5,114608.0,109704.0
254.5,111867.0,107913.0
255.5,109991.0,106182.0
256.5,107346.0,104861.0
257.5,104735.0,102673.0
258.5,102831.0,101166.0
259.5,100497.0,99107.0
260.5,98713.0,97330.0
261.5,96262.0,95441.0
262.5,94469.0,93034.0
263.5,92051.0,91935.0
264.5,90471.0,90199.0
265.5,88349.0,87511.0
266.5,86683.0,85790.0
267.5,84656.0,85027.0
268.5,83035.0,82311.0
269.5,81190.0,80841.0
270.5,79329.0,79445.0
271.5,78086.0,78282.0
272.5,75452.0,75148.0
273.5,74251.0,74057.0
274.5,72656.0,72579.0
275.5,71536.0,70735.0
276.5,69514.0,68988.0
277.5,68622.0,67523.0
278.5,66633.0,65711.0
279.5,64958.0,63919.0
280.5,63513.0,62885.0
281.5,62371.0,61204.0
282.5,60335.0,59344.0
283.5,59295.0,58407.0
284.5,57612.0,56511.0
285.5,56245.0,54768.0
286.5,54880.0,53586.0
287.5,53880.0,52115.0
288.5,52029.0,50604.0
289.5,50784.0,48792.0
290.5,49176.0,48207.0
291.5,47817.0,46301.0
292.5,46320.0,45636.0
293.5,44913.0,44431.0
294.5,43589.0,42190.0
295.5,42010.0,41336.0
296.5,40378.0,40463.0
297.5,38241.0,38825.0
298.5,36187.0,37716.0
299.5,33026.0,36636.0
300.5,16763.0,35312.0
301.5,13895.0,34113.0
302.5,12103.0,33108.0
303.5,10785.0,32169.0
304.5,9878.0,31004.0
305.5,9159.0,29831.0
306.5,8320.0,28719.0
307.5,7700.0,27709.0
308.5,7063.0,27158.0
309.5,6650.0,26446.0
310.5,6128.0,24801.0
311.5,5768.0,24241.0
312.5,5258.0,23459.0
313.5,5108.0,22290.0
314.5,4764.0,21970.0
315.5,4425.0,20806.0
316.5,4278.0,20246.0
317.5,4001.0,19682.0
318.5,3754.0,18787.0
319.5,3615.0,17965.0
320.5,3322.0,17317.0
321.5,3219.0,16584.0
322.5,2989.0,16186.0
323.5,2915.0,15471.0
324.5,2739.0,14545.0
325.5,2597.0,14334.0
326.5,2667.0,13695.0
327.5,2452.0,13009.0
328.5,2248.0,12252.0
329.5,2167.0,12059.0
330.5,2033.0,11509.0
331.5,1933.0,11092.0
332.5,1931.0,10801.0
333.5,1659.0,10256.0
334.5,1762.0,9893.0
335.5,1607.0,9330.0
336.5,1491.0,9075.0
337.5,1473.0,8692.0
338.5,1414.0,8340.0
339.5,1363.0,8020.0
340.5,1359.0,7439.0
341.5,1162.0,7166.0
342.5,1260.0,6986.0
343.5,1092.0,6660.0
344.5,1102.0,6420.0
345.5,1045.0,6054.0
346.5,1041.0,5754.0
347.5,975.0,5537.0
348.5,969.0,5264.0
349.5,863.0,5114.0
350.5,908.0,4921.0
351.5,827.0,4627.0
352.5,763.0,4588.0
353.5,845.0,4440.0
354.5,764.0,4243.0
355.5,689.0,3891.0
356.5,703.0,3729.0
357.5,659.0,3629.0
358.5,690.0,3484.0
359.5,605.0,3370.0
360.5,591.0,3215.0
361.5,540.0,3028.0
362.5,536.0,2906.0
363.5,533.0,2799.0
364.5,513.0,2649.0
365.5,503.0,2563.0
366.5,519.0,2466.0
367.5,496.0,2346.0
368.5,432.0,2319.0
369.5,424.0,2234.0
370.5,408.0,2088.0
371.5,401.0,2060.0
372.5,418.0,2053.0
373.5,405.0,1904.0
374.5,349.0,1894.0
375.5,349.0,1760.0
376.5,342.0,1694.0
377.5,335.0,1606.0
378.5,317.0,1567.0
379.5,318.0,1526.0
380.5,274.0,1441.0
381.5,286.0,1389.0
382.5,269.0,1352.0
383.5,279.0,1333.0
384.5,236.0,1255.0
385.5,280.0,1238.0
386.5,253.0,1156.0
387.5,234.0,1130.0
388.5,217.0,1063.0
389.5,221.0,1043.0
390.5,219.0,1026.0
391.5,192.0,980.0
392.5,209.0,987.0
393.5,231.0,927.0
394.5,192.0,868.0
395.5,178.0,845.0
396.5,184.0,874.0
397.5,163.0,785.0
398.5,150.0,801.0
399.5,161.0,739.0
400.5,150.0,769.0
401.5,157.0,734.0
402.5,147.0,666.0
403.5,123.0,675.0
404.5,130.0,657.0
405.5,137.0,610.0
406.5,145.0,555.0
407.5,138.0,572.0
408.5,106.0,544.0
409.5,112.0,544.0
410.5,110.0,535.0
411.5,117.0,514.0
412.5,92.0,531.0
413.5,103.0,453.0
414.5,97.0,480.0
415.5,74.0,459.0
416.5,102.0,473.0
417.5,91.0,446.0
418.5,94.0,459.0
419.5,87.0,439.0
420.5,86.0,379.0
421.5,81.0,389.0
422.5,94.0,349.0
423.5,83.0,408.0
424.5,65.0,360.0
425.5,51.0,304.0
426.5,68.0,338.0
427.5,68.0,351.0
428.5,63.0,327.0
429.5,75.0,313.0
430.5,74.0,286.0
431.5,80.0,286.0
432.5,66.0,283.0
433.5,62.0,286.0
434.5,62.0,293.0
435.5,74.0,243.0
436.5,50.0,267.0
437.5,50.0,286.0
438.5,55.0,246.0
439.5,48.0,272.0
440.5,43.0,245.0
441.5,49.0,237.0
442.5,40.0,246.0
443.5,48.0,240.0
444.5,39.0,227.0
445.5,42.0,243.0
446.5,43.0,230.0
447.5,42.0,204.0
448.5,30.0,233.0
449.5,41.0,194.0
450.5,43.0,183.0
451.5,35.0,183.0
452.5,38.0,179.0
453.5,37.0,183.0
454.5,42.0,145.0
455.5,32.0,155.0
456.5,34.0,177.0
457.5,20.0,156.0
458.5,22.0,169.0
459.5,24.0,179.0
460.5,27.0,138.0
461.5,17.0,152.0
462.5,20.0,144.0
463.5,22.0,153.0
464.5,29.0,155.0
465.5,15.0,139.0
466.5,19.0,139.0
467.5,21.0,131.0
468.5,17.0,153.0
469.5,21.0,130.0
470.5,16.0,121.0
471.5,19.0,112.0
472.5,13.0,136.0
473.5,15.0,118.0
474.5,16.0,125.0
475.5,13.0,111.0
476.5,12.0,101.0
477.5,14.0,117.0
478.5,11.0,112.0
479.5,13.0,119.0
480.5,11.0,86.0
481.5,18.0,96.0
482.5,12.0,105.0
483.5,10.0,97.0
484.5,14.0,97.0
485.5,10.0,101.0
486.5,5.0,86.0
487.5,16.0,100.0
488.5,8.0,92.0
489.5,14.0,84.0
490.5,7.0,86.0
491.5,10.0,71.0
492.5,6.0,93.0
493.5,11.0,66.0
494.5,8.0,80.0
495.5,7.0,82.0
496.5,8.0,77.0
497.5,6.0,87.0
498.5,6.0,63.0
499.5,4.0,74.0
