bins,True_ET,Tight_Final_ET
256.5,7220.0,22546.0
257.5,7562.0,23112.0
258.5,7926.0,23539.0
259.5,8011.0,24641.0
260.5,8331.0,25742.0
261.5,8608.0,26324.0
262.5,9111.0,27146.0
263.5,9113.0,28388.0
264.5,9508.0,29039.0
265.5,9919.0,30201.0
266.5,10199.0,31183.0
267.5,10504.0,32072.0
268.5,10766.0,33067.0
269.5,11433.0,33830.0
270.5,11889.0,35109.0
271.5,12163.0,36143.0
272.5,12654.0,37393.0
273.5,13044.0,38174.0
274.5,13821.0,39730.0
275.5,14296.0,40688.0
276.5,14786.0,41739.0
277.5,15252.0,43111.0
278.5,16133.0,43918.0
279.5,16762.0,45110.0
280.5,17026.0,46075.0
281.5,17887.0,47222.0
282.5,18991.0,48459.0
283.5,19775.0,49422.0
284.5,20545.0,50734.0
285.5,21501.0,51664.0
286.5,22595.0,53025.0
287.5,23659.0,54364.0
288.5,24927.0,55392.0
289.5,26120.0,56163.0
290.5,27800.0,58002.0
291.5,29224.0,58532.0
292.5,30575.0,59705.0
293.5,32709.0,60521.0
294.5,34721.0,61719.0
295.5,37341.0,62405.0
296.5,40344.0,63583.0
297.5,44324.0,65040.0
298.5,49735.0,65354.0
299.5,59540.0,66678.0
300.5,123647.0,67986.0
301.5,131028.0,68955.0
302.5,134807.0,68781.0
303.5,136297.0,70038.0
304.5,137264.0,70478.0
305.5,137086.0,71790.0
306.5,137531.0,72422.0
307.5,137208.0,72967.0
308.5,136369.0,73321.0
309.5,135425.0,74047.0
310.5,134132.0,75096.0
311.5,132559.0,75414.0
312.5,130983.0,75400.0
313.5,130381.0,76352.0
314.5,128947.0,76568.0
315.5,127347.0,76569.0
316.5,126238.0,77085.0
317.5,124423.0,77251.0
318.5,122776.0,77738.0
319.5,121548.0,77946.0
320.5,119454.0,77509.0
321.5,117901.0,77783.0
322.5,115998.0,77876.0
323.5,114168.0,78465.0
324.5,112627.0,77827.0
325.5,111385.0,78237.0
326.5,110003.0,77780.0
327.5,107954.0,77560.0
328.5,106122.0,77878.0
329.5,105171.0,76894.0
330.5,103633.0,76720.0
331.5,101357.0,76944.0
332.5,100040.0,76751.0
333.5,98589.0,75840.0
334.5,96838.0,75969.0
335.5,95786.0,75646.0
336.5,93981.0,74852.0
337.5,91999.0,74071.0
338.5,90599.0,73885.0
339.5,89424.0,73779.0
340.5,88067.0,72726.0
341.5,86707.0,72045.0
342.5,85595.0,71665.0
343.5,84121.0,70819.0
344.5,82716.0,70398.0
345.5,81357.0,69671.0
346.5,80089.0,68854.0
347.5,78080.0,68259.0
348.5,77599.0,67284.0
349.5,75765.0,67070.0
350.5,74577.0,66009.0
351.5,73971.0,65390.0
352.5,71830.0,64553.0
353.5,70585.0,63554.0
354.5,70072.0,62791.0
355.5,69332.0,62305.0
356.5,67912.0,61334.0
357.5,66441.0,60202.0
358.5,64684.0,59590.0
359.5,64252.0,58783.0
360.5,63348.0,58337.0
361.5,61968.0,56956.0
362.5,60788.0,55933.0
363.5,59793.0,55621.0
364.5,59066.0,54491.0
365.5,57987.0,54112.0
366.5,56711.0,52786.0
367.5,55773.0,52212.0
368.5,55318.0,50618.0
369.5,54520.0,50253.0
370.5,53008.0,49450.0
371.5,52115.0,48648.0
372.5,51486.0,47297.0
373.5,49937.0,47227.0
374.5,49643.0,45877.0
375.5,48576.0,45213.0
376.5,47514.0,44129.0
377.5,47074.0,43194.0
378.5,45878.0,41920.0
379.5,44899.0,41601.0
380.5,44181.0,40438.0
381.5,43012.0,39725.0
382.5,42092.0,38851.0
383.5,41715.0,38192.0
384.5,40666.0,37277.0
385.5,40021.0,36544.0
386.5,39170.0,35663.0
387.5,38202.0,34939.0
388.5,36897.0,34232.0
389.5,36118.0,33146.0
390.5,35505.0,32572.0
391.5,34511.0,31680.0
392.5,34097.0,30953.0
393.5,33157.0,30155.0
394.5,32142.0,29365.0
395.5,31093.0,28798.0
396.5,29853.0,28432.0
397.5,28781.0,27404.0
398.5,27544.0,26644.0
399.5,25277.0,25809.0
400.5,13551.0,24915.0
401.5,11543.0,24754.0
402.5,10583.0,23696.0
403.5,9354.0,23337.0
404.5,8587.0,22279.0
405.5,7811.0,21886.0
406.5,7328.0,21090.0
407.5,6958.0,20893.0
408.5,6289.0,19958.0
409.5,5944.0,19572.0
410.5,5612.0,18905.0
411.5,5264.0,18302.0
412.5,4945.0,18035.0
413.5,4709.0,17421.0
414.5,4461.0,16752.0
415.5,4159.0,16007.0
416.5,3879.0,15602.0
417.5,3660.0,15063.0
418.5,3596.0,14702.0
419.5,3340.0,14538.0
420.5,3299.0,13883.0
421.5,3046.0,13316.0
422.5,2973.0,13018.0
423.5,2742.0,12665.0
424.5,2636.0,12013.0
425.5,2502.0,11727.0
426.5,2361.0,11292.0
427.5,2257.0,10748.0
428.5,2165.0,10734.0
429.5,2135.0,9986.0
430.5,1930.0,9822.0
431.5,1878.0,9532.0
432.5,1845.0,9226.0
433.5,1702.0,8660.0
434.5,1637.0,8722.0
435.5,1683.0,8039.0
436.5,1483.0,7961.0
437.5,1458.0,7626.0
438.5,1337.0,7429.0
439.5,1297.0,7198.0
440.5,1264.0,6856.0
441.5,1159.0,6390.0
442.5,1187.0,6369.0
443.5,1124.0,6161.0
444.5,1104.0,6060.0
445.5,1059.0,5729.0
446.5,1050.0,5487.0
447.5,973.0,5258.0
448.5,873.0,5268.0
449.5,871.0,4956.0
450.5,840.0,4711.0
451.5,754.0,4490.0
452.5,811.0,4352.0
453.5,726.0,4290.0
454.5,640.0,4122.0
455.5,692.0,3902.0
456.5,647.0,3760.0
457.5,596.0,3671.0
458.5,658.0,3513.0
459.5,579.0,3350.0
460.5,546.0,3307.0
461.5,533.0,3114.0
462.5,470.0,3065.0
463.5,497.0,2888.0
464.5,454.0,2744.0
465.5,433.0,2747.0
466.5,468.0,2649.0
467.5,434.0,2543.0
468.5,363.0,2384.0
469.5,370.0,2295.0
470.5,371.0,2187.0
471.5,350.0,2195.0
472.5,319.0,2141.0
473.5,366.0,1903.0
474.5,310.0,1927.0
475.5,319.0,1844.0
476.5,307.0,1816.0
477.5,297.0,1682.0
478.5,270.0,1700.0
479.5,271.0,1608.0
480.5,258.0,1543.0
481.5,211.0,1494.0
482.5,234.0,1452.0
483.5,232.0,1414.0
484.5,198.0,1380.0
485.5,219.0,1308.0
486.5,201.0,1283.0
487.5,199.0,1206.0
488.5,183.0,1207.0
489.5,142.0,1177.0
490.5,175.0,1093.0
491.5,158.0,1128.0
492.5,150.0,1067.0
493.5,145.0,1014.0
494.5,133.0,965.0
495.5,123.0,979.0
496.5,126.0,909.0
497.5,133.0,924.0
498.5,110.0,889.0
499.5,106.0,817.0
