bins,True_ET,Tight_Final_ET
92.5,1110390.0,1288918.0
93.5,1085968.0,1261755.0
94.5,1061595.0,1238037.0
95.5,1038950.0,1209423.0
96.5,1013869.0,1187939.0
97.5,991888.0,1162691.0
98.5,968740.0,1139431.0
99.5,947047.0,1114386.0
100.5,921264.0,1090358.0
101.5,902475.0,1065640.0
102.5,881709.0,1042581.0
103.5,859223.0,1019887.0
104.5,839578.0,997743.0
105.5,819441.0,974620.0
106.5,798918.0,953181.0
107.5,781562.0,933936.0
108.5,762876.0,910395.0
109.5,744368.0,888178.0
110.5,724237.0,869018.0
111.5,706528.0,849741.0
112.5,689359.0,829649.0
113.5,671363.0,810294.0
114.5,655481.0,791608.0
115.5,638008.0,771841.0
116.5,620955.0,753255.0
117.5,606586.0,735264.0
118.5,591485.0,716694.0
119.5,575739.0,699217.0
120.5,561607.0,682123.0
121.5,547951.0,666015.0
122.5,533266.0,651227.0
123.5,520661.0,634055.0
124.5,506457.0,617593.0
125.5,493279.0,603531.0
126.5,480351.0,588206.0
127.5,466851.0,572672.0
128.5,455414.0,557320.0
129.5,442310.0,543935.0
130.5,432800.0,529741.0
131.5,420040.0,515464.0
132.5,409889.0,504092.0
133.5,399355.0,490319.0
134.5,389215.0,478687.0
135.5,378356.0,466905.0
136.5,367370.0,453016.0
137.5,358502.0,442253.0
138.5,347852.0,430508.0
139.5,338383.0,421084.0
140.5,330271.0,410238.0
141.5,321383.0,399434.0
142.5,313420.0,388586.0
143.5,305980.0,378961.0
144.5,297329.0,368534.0
145.5,288680.0,358785.0
146.5,281582.0,349796.0
147.5,274504.0,340425.0
148.5,266787.0,332086.0
149.5,260043.0,324056.0
150.5,252952.0,314703.0
151.5,246141.0,305958.0
152.5,240092.0,298093.0
153.5,233818.0,290349.0
154.5,227722.0,283336.0
155.5,221911.0,276822.0
156.5,216172.0,268239.0
157.5,210479.0,262382.0
158.5,206006.0,255942.0
159.5,199872.0,249563.0
160.5,194455.0,242405.0
161.5,189578.0,234990.0
162.5,184927.0,230109.0
163.5,180062.0,224550.0
164.5,175625.0,218269.0
165.5,170117.0,212482.0
166.5,166308.0,206771.0
167.5,162031.0,202311.0
168.5,158258.0,196484.0
169.5,154766.0,191998.0
170.5,150582.0,186976.0
171.5,146267.0,182090.0
172.5,142110.0,177401.0
173.5,138827.0,172712.0
174.5,135965.0,168464.0
175.5,132375.0,165395.0
176.5,129076.0,159754.0
177.5,125732.0,156171.0
178.5,122099.0,152132.0
179.5,119827.0,148181.0
180.5,116305.0,145382.0
181.5,114060.0,141308.0
182.5,111466.0,137835.0
183.5,108294.0,133920.0
184.5,106158.0,131194.0
185.5,102998.0,127843.0
186.5,100543.0,124258.0
187.5,98168.0,121555.0
188.5,96535.0,118572.0
189.5,93802.0,115775.0
190.5,91189.0,112775.0
191.5,89019.0,110648.0
192.5,87102.0,107481.0
193.5,84807.0,104029.0
194.5,83068.0,101995.0
195.5,80522.0,99395.0
196.5,79660.0,97375.0
197.5,77442.0,95415.0
198.5,75157.0,92268.0
199.5,73455.0,90332.0
200.5,71697.0,88736.0
201.5,70546.0,86268.0
202.5,68820.0,84387.0
203.5,66755.0,82364.0
204.5,65449.0,80041.0
205.5,63965.0,78585.0
206.5,62090.0,76767.0
207.5,61394.0,74434.0
208.5,59371.0,73013.0
209.5,58252.0,71321.0
210.5,56827.0,69585.0
211.5,55492.0,67693.0
212.5,53775.0,66249.0
213.5,53168.0,64989.0
214.5,52094.0,63500.0
215.5,50525.0,61887.0
216.5,49436.0,60500.0
217.5,47992.0,59177.0
218.5,46873.0,57790.0
219.5,45850.0,56386.0
220.5,45194.0,54692.0
221.5,44006.0,53820.0
222.5,43140.0,52643.0
223.5,41615.0,51463.0
224.5,41369.0,50514.0
225.5,40466.0,49122.0
226.5,39619.0,47753.0
227.5,38563.0,46495.0
228.5,37824.0,46326.0
229.5,36546.0,44585.0
230.5,35953.0,43747.0
231.5,35130.0,42997.0
232.5,34780.0,41638.0
233.5,33959.0,41312.0
234.5,33104.0,40490.0
235.5,32633.0,39326.0
236.5,31715.0,38110.0
237.5,31025.0,37515.0
238.5,30099.0,36875.0
239.5,29633.0,36168.0
240.5,29015.0,35109.0
241.5,28212.0,34559.0
242.5,27787.0,33873.0
243.5,27383.0,32976.0
244.5,26701.0,32188.0
245.5,26097.0,31548.0
246.5,25795.0,31215.0
247.5,25118.0,30286.0
248.5,24576.0,29509.0
249.5,23963.0,29175.0
250.5,23645.0,28452.0
251.5,23183.0,27731.0
252.5,22526.0,27292.0
253.5,22159.0,26859.0
254.5,21485.0,26125.0
255.5,21505.0,25491.0
256.5,20521.0,24962.0
257.5,20323.0,24478.0
258.5,20018.0,24190.0
259.5,19573.0,23311.0
260.5,18890.0,22961.0
261.5,18435.0,22320.0
262.5,18420.0,22059.0
263.5,17819.0,21861.0
264.5,17657.0,21131.0
265.5,17336.0,20569.0
266.5,17032.0,20452.0
267.5,16404.0,19864.0
268.5,16165.0,19294.0
269.5,16012.0,18987.0
270.5,15376.0,18579.0
271.5,15307.0,18436.0
272.5,15078.0,17798.0
273.5,14815.0,17851.0
274.5,14370.0,17406.0
275.5,14145.0,16948.0
276.5,13829.0,16785.0
277.5,13366.0,16218.0
278.5,13069.0,15857.0
279.5,13118.0,15562.0
280.5,12788.0,15374.0
281.5,12427.0,15071.0
282.5,12351.0,14971.0
283.5,12044.0,14432.0
284.5,11756.0,14162.0
285.5,11699.0,13992.0
286.5,11382.0,13505.0
287.5,11414.0,13355.0
288.5,11114.0,13069.0
289.5,10601.0,13004.0
290.5,10592.0,12674.0
291.5,10291.0,12298.0
292.5,9986.0,11992.0
293.5,9876.0,12007.0
294.5,9772.0,11444.0
295.5,9442.0,11450.0
296.5,9524.0,11183.0
297.5,9253.0,11063.0
298.5,8960.0,10787.0
299.5,8775.0,10445.0
300.5,8562.0,10401.0
301.5,8559.0,10290.0
302.5,8494.0,9858.0
303.5,8149.0,9996.0
304.5,8185.0,9782.0
305.5,8118.0,9393.0
306.5,7711.0,9274.0
307.5,7749.0,8982.0
308.5,7618.0,8958.0
309.5,7506.0,8709.0
310.5,7146.0,8449.0
311.5,7085.0,8449.0
312.5,7134.0,8258.0
313.5,6860.0,8058.0
314.5,6656.0,8041.0
315.5,6678.0,7827.0
316.5,6554.0,7667.0
317.5,6359.0,7537.0
318.5,6318.0,7462.0
319.5,6232.0,7341.0
320.5,5989.0,7312.0
321.5,5901.0,7077.0
322.5,5923.0,6917.0
323.5,5693.0,6860.0
324.5,5607.0,6616.0
325.5,5620.0,6452.0
326.5,5570.0,6530.0
327.5,5281.0,6234.0
328.5,5249.0,6292.0
329.5,5255.0,6189.0
330.5,5037.0,5906.0
331.5,5081.0,5861.0
332.5,5003.0,5707.0
333.5,4804.0,5647.0
334.5,4697.0,5547.0
335.5,4763.0,5510.0
336.5,4594.0,5464.0
337.5,4431.0,5349.0
338.5,4496.0,5393.0
339.5,4229.0,5227.0
340.5,4265.0,4940.0
341.5,4086.0,4961.0
342.5,4136.0,4912.0
343.5,4038.0,4752.0
344.5,4067.0,4703.0
345.5,3990.0,4556.0
346.5,3856.0,4588.0
347.5,3858.0,4511.0
348.5,3597.0,4404.0
349.5,3652.0,4336.0
350.5,3615.0,4168.0
351.5,3471.0,4136.0
352.5,3496.0,4138.0
353.5,3333.0,4044.0
354.5,3338.0,3996.0
355.5,3344.0,3939.0
356.5,3259.0,3812.0
357.5,3212.0,3809.0
358.5,3234.0,3725.0
359.5,3084.0,3662.0
360.5,3020.0,3614.0
361.5,2983.0,3488.0
362.5,2965.0,3488.0
363.5,2844.0,3388.0
364.5,2729.0,3339.0
365.5,2783.0,3314.0
366.5,2744.0,3212.0
367.5,2710.0,3170.0
368.5,2730.0,3107.0
369.5,2576.0,3175.0
370.5,2597.0,3091.0
371.5,2619.0,2938.0
372.5,2508.0,2922.0
373.5,2486.0,2906.0
374.5,2397.0,2831.0
375.5,2460.0,2868.0
376.5,2314.0,2765.0
377.5,2232.0,2803.0
378.5,2236.0,2689.0
379.5,2212.0,2626.0
380.5,2137.0,2617.0
381.5,2100.0,2563.0
382.5,2018.0,2497.0
383.5,2027.0,2428.0
384.5,2076.0,2415.0
385.5,2060.0,2354.0
386.5,2014.0,2249.0
387.5,1936.0,2317.0
388.5,2015.0,2322.0
389.5,1883.0,2262.0
390.5,1930.0,2199.0
391.5,1827.0,2160.0
392.5,1788.0,2106.0
393.5,1784.0,2071.0
394.5,1800.0,2102.0
395.5,1718.0,2063.0
396.5,1716.0,1964.0
397.5,1696.0,2032.0
398.5,1605.0,1960.0
399.5,1584.0,1927.0
400.5,1585.0,1937.0
401.5,1526.0,1920.0
402.5,1615.0,1785.0
403.5,1511.0,1793.0
404.5,1514.0,1771.0
405.5,1558.0,1772.0
406.5,1495.0,1690.0
407.5,1426.0,1631.0
408.5,1408.0,1601.0
409.5,1421.0,1607.0
410.5,1295.0,1668.0
411.5,1297.0,1555.0
412.5,1323.0,1504.0
413.5,1295.0,1532.0
414.5,1197.0,1548.0
415.5,1307.0,1479.0
416.5,1206.0,1524.0
417.5,1324.0,1454.0
418.5,1275.0,1402.0
419.5,1214.0,1453.0
420.5,1167.0,1343.0
421.5,1176.0,1390.0
422.5,1166.0,1334.0
423.5,1099.0,1392.0
424.5,1113.0,1326.0
425.5,1048.0,1278.0
426.5,1003.0,1290.0
427.5,1060.0,1232.0
428.5,972.0,1226.0
429.5,997.0,1182.0
430.5,975.0,1166.0
431.5,1005.0,1259.0
432.5,983.0,1187.0
433.5,970.0,1133.0
434.5,955.0,1157.0
435.5,901.0,1110.0
436.5,956.0,1116.0
437.5,883.0,1065.0
438.5,867.0,1076.0
439.5,865.0,1027.0
440.5,812.0,1049.0
441.5,823.0,978.0
442.5,825.0,968.0
443.5,862.0,969.0
444.5,742.0,947.0
445.5,780.0,898.0
446.5,742.0,908.0
447.5,684.0,892.0
448.5,696.0,909.0
449.5,672.0,880.0
450.5,698.0,885.0
451.5,717.0,832.0
452.5,681.0,815.0
453.5,651.0,839.0
454.5,667.0,810.0
455.5,592.0,826.0
456.5,628.0,769.0
457.5,640.0,759.0
458.5,646.0,770.0
459.5,614.0,780.0
460.5,566.0,717.0
461.5,570.0,711.0
462.5,568.0,731.0
463.5,521.0,703.0
464.5,529.0,681.0
465.5,488.0,679.0
466.5,502.0,684.0
467.5,497.0,647.0
468.5,502.0,636.0
469.5,494.0,663.0
470.5,504.0,577.0
471.5,471.0,592.0
472.5,456.0,565.0
473.5,414.0,544.0
474.5,366.0,558.0
475.5,460.0,551.0
476.5,422.0,533.0
477.5,424.0,512.0
478.5,405.0,563.0
479.5,375.0,505.0
480.5,341.0,526.0
481.5,329.0,467.0
482.5,349.0,462.0
483.5,325.0,437.0
484.5,310.0,408.0
485.5,335.0,478.0
486.5,337.0,435.0
487.5,330.0,443.0
488.5,311.0,443.0
489.5,294.0,427.0
490.5,288.0,396.0
491.5,262.0,421.0
492.5,264.0,363.0
493.5,267.0,371.0
494.5,235.0,322.0
495.5,237.0,343.0
496.5,216.0,364.0
497.5,234.0,338.0
498.5,213.0,325.0
499.5,215.0,300.0
