,Loss-1,Loss0,Loss1,Loss2,Loss3,Loss4,Loss5,Loss6,Loss7,Loss8,Loss9,Res-1,Res0,Res1,Res2,Res3,Res4,Res5,Res6,Res7,Res8,Res9,DLin-1,DLin0,DLin1,DLin2,DLin3,DLin4,DLin5,DLin6,DLin7,DLin8,DLin9,Ang-1,Ang0,Ang1,Ang2,Ang3,Ang4,Ang5,Ang6,Ang7,Ang8,Ang9,do_rot,valid_frac,batch_size,n_train_files,n_valid_files,train_size,valid_size,act,depth,width,skips,nrm,drpt,loss_fn,lr,clip_grad,epochs_trained,best_epoch
METNetRot,0.6718085387948897,0.5999689173764321,0.5656790093105712,0.6597348818344343,0.981625012992634,1.3786135876372532,1.7782931213590834,2.195193254411808,2.607681259663695,2.963799267285807,4.110072335540848,32.70269405727074,32.30685846617609,13.555764571563609,28.265352683887144,50.8346570167214,71.47768728002653,91.1860113002956,110.56638385467156,128.75306008988298,147.1312397542455,201.54341508171592,0.7471117466811421,1.1467211726809774,0.6007689998614928,0.3322960281012291,0.22605189171614892,0.17285755902705757,0.13938757716270933,0.12254649787906591,0.11639728029849948,0.10252229610779627,0.16115960017854958,0.49836392690021925,1.8915579969390313,0.07265275008123334,-0.24624261160170038,-0.3514117162210926,-0.39078031399668844,-0.4088006232685513,-0.4213124185017569,-0.4257163690281441,-0.42812560265623656,-0.44075892218107343,True,0.1,512,63,7,4871360,588640,SiLU(),5,256,2,True,0.0,SmoothL1Loss(),0.001,0,1,1
