,Loss-1,Loss0,Loss1,Loss2,Loss3,Loss4,Loss5,Loss6,Loss7,Loss8,Loss9,Loss10,Loss11,Loss12,Loss13,Loss14,Loss15,Loss16,Loss17,Loss18,Loss19,Loss20,Loss21,Loss22,Loss23,Loss24,Loss25,Loss26,Loss27,Loss28,Loss29,Loss30,Loss31,Loss32,Loss33,Loss34,Loss35,Loss36,Loss37,Loss38,Loss39,Loss40,Loss41,Loss42,Loss43,Loss44,Loss45,Loss46,Loss47,Loss48,Loss49,Res-1,Res0,Res1,Res2,Res3,Res4,Res5,Res6,Res7,Res8,Res9,Res10,Res11,Res12,Res13,Res14,Res15,Res16,Res17,Res18,Res19,Res20,Res21,Res22,Res23,Res24,Res25,Res26,Res27,Res28,Res29,Res30,Res31,Res32,Res33,Res34,Res35,Res36,Res37,Res38,Res39,Res40,Res41,Res42,Res43,Res44,Res45,Res46,Res47,Res48,Res49,Mag-1,Mag0,Mag1,Mag2,Mag3,Mag4,Mag5,Mag6,Mag7,Mag8,Mag9,Mag10,Mag11,Mag12,Mag13,Mag14,Mag15,Mag16,Mag17,Mag18,Mag19,Mag20,Mag21,Mag22,Mag23,Mag24,Mag25,Mag26,Mag27,Mag28,Mag29,Mag30,Mag31,Mag32,Mag33,Mag34,Mag35,Mag36,Mag37,Mag38,Mag39,Mag40,Mag41,Mag42,Mag43,Mag44,Mag45,Mag46,Mag47,Mag48,Mag49,Ang-1,Ang0,Ang1,Ang2,Ang3,Ang4,Ang5,Ang6,Ang7,Ang8,Ang9,Ang10,Ang11,Ang12,Ang13,Ang14,Ang15,Ang16,Ang17,Ang18,Ang19,Ang20,Ang21,Ang22,Ang23,Ang24,Ang25,Ang26,Ang27,Ang28,Ang29,Ang30,Ang31,Ang32,Ang33,Ang34,Ang35,Ang36,Ang37,Ang38,Ang39,Ang40,Ang41,Ang42,Ang43,Ang44,Ang45,Ang46,Ang47,Ang48,Ang49,DLin-1,DLin0,DLin1,DLin2,DLin3,DLin4,DLin5,DLin6,DLin7,DLin8,DLin9,DLin10,DLin11,DLin12,DLin13,DLin14,DLin15,DLin16,DLin17,DLin18,DLin19,DLin20,DLin21,DLin22,DLin23,DLin24,DLin25,DLin26,DLin27,DLin28,DLin29,DLin30,DLin31,DLin32,DLin33,DLin34,DLin35,DLin36,DLin37,DLin38,DLin39,DLin40,DLin41,DLin42,DLin43,DLin44,DLin45,DLin46,DLin47,DLin48,DLin49,hist0,hist1,hist2,hist3,hist4,hist5,hist6,hist7,hist8,hist9,hist10,hist11,hist12,hist13,hist14,hist15,hist16,hist17,hist18,hist19,hist20,hist21,hist22,hist23,hist24,hist25,hist26,hist27,hist28,hist29,hist30,hist31,hist32,hist33,hist34,hist35,hist36,hist37,hist38,hist39,hist40,hist41,hist42,hist43,hist44,hist45,hist46,hist47,hist48,hist49
Tight,0.2768410096341097,0.07533716043217298,0.10177722800146365,0.14525860445636832,0.1956843587746241,0.2388103912718825,0.26977018581478607,0.29291342199248255,0.3074094827768394,0.3182413922193287,0.3244900464987599,0.3296130612722376,0.3336494636925165,0.3367366332149658,0.33624803060630526,0.3403336357455513,0.3438894417808278,0.34244062441739825,0.3463856541016391,0.34843576592363124,0.35272567525898,0.3500974827802215,0.34990352306440203,0.3534158934873972,0.3494185123113683,0.3576797989051162,0.3608177967402805,0.3615118180955325,0.36880805165184893,0.35874351043515224,0.3724542304635446,0.36135690986096924,0.36861088795682007,0.3718852977825362,0.37559053709787166,0.37697822090708066,0.37946965884559886,0.38303987438766474,0.37239520327815107,0.3882159324721119,0.4019458454930907,0.3678029222217966,0.3945115973307898,0.3784129070486579,0.3834930449747829,0.39741066016676363,0.3849382380106383,0.41527239794775284,0.3608475190373624,0.476531324582251,0.45266847285443834,27.02068303294923,27.257040529163923,27.30066083498203,27.044724900763406,26.90134156310379,26.77296986982322,26.614617911322075,26.954884165708798,26.629667308044144,26.663811066050652,26.680411628408475,26.734420201565936,26.85046289073238,26.965264310577016,26.897240967984356,27.180130721504977,27.46223073674238,27.443632818861524,27.64459867496932,27.916991408599188,28.22316831001442,28.275689277884336,28.382146739070606,28.731352001895395,28.855782682805394,29.20824948612337,29.363567348651703,29.706661477981733,30.646763286495688,29.55324734951129,30.896283398589283,29.961100062937646,31.230397910789367,31.003146584074987,32.39641536900011,32.20861637310213,32.275402151751855,33.04264828082874,31.64873827069028,32.401275028411796,33.677205073317495,31.308505396190924,32.884794169678734,31.658358681533397,31.854942951118478,33.713775313805385,34.93852899878958,35.41865511465611,31.88602267712901,38.3137895291483,39.02841172223012,26.59546271978819,34.57183781435964,30.684020549830997,27.50744951461852,25.796791197070213,24.97862285915082,24.6835390493418,25.451690635606155,25.086340754532795,25.31298036573548,25.597403150047008,25.916621377259762,26.32464329122306,26.712025198927094,26.767963944231916,27.428310329069067,27.865846779968603,28.172379131955303,28.413788363291136,28.989141776911296,29.573757433385147,29.669499705059028,30.217227793194713,30.550153168314548,31.36597651210525,31.618784105795065,31.74723590001748,32.43686867580244,33.8883407096003,32.589875572632835,34.46526938783165,33.32559346116666,35.627104168378445,34.342949033111026,37.09111296273808,36.46810608364199,36.94131742901168,38.2020658617116,36.678888416694704,37.03478274681071,38.86797056367072,36.11514470909215,37.814566488165276,36.701238558828926,36.37321388044208,39.94584729673157,42.084355674117944,42.14117417536469,37.46420828079189,44.33950761134908,46.93112580139436,0.746404611902329,1.658889396907245,1.4553047605890055,1.2461533954322104,1.0551031898311662,0.8918116822399353,0.7513547431780061,0.6400107183998005,0.548708848006537,0.4788432908483762,0.4219640430644393,0.3739020270007883,0.3383053632231948,0.30655880966745236,0.278246264514537,0.2568353046703533,0.2413570907904554,0.21856350486222284,0.20889550409307284,0.19392918632249334,0.1834349494849253,0.17807097240118974,0.1652754860281466,0.1598943727813482,0.14611682600609227,0.14446408906055938,0.1421765615502851,0.13049013438429335,0.1282623021991762,0.11973199580785655,0.11972321080787243,0.10971493248542052,0.10560007049526596,0.1098374851788042,0.10332866187526647,0.10346421589797286,0.1055427044591756,0.11483513768605069,0.08647852291410063,0.09357032483484735,0.08830408510000021,0.08064088335482093,0.08431344680410974,0.07652097889267905,0.07703250043645056,0.07437070652462623,0.07300203485906014,0.07538541854970228,0.06652125475106363,0.08203471157499481,0.08082662186708636,0.33070563008784915,7.076420364916708,1.8745061080799328,0.8659332760290126,0.4754861442607068,0.2830680980553,0.17654850949043033,0.11432188054200686,0.07321713249623457,0.046857317681027716,0.028963253461120712,0.016195429124201802,0.006989441338016315,-0.0001827925093388948,-0.0046479048948212245,-0.008695858683729034,-0.011521906219733783,-0.01262135243216094,-0.014524712526292395,-0.01564148694755254,-0.01385945528963653,-0.014624952136805392,-0.016561231838641305,-0.015168673636893802,-0.012101457237565042,-0.012997090582460223,-0.014222064889908018,-0.01101319111768551,-0.01168475261782585,-0.012026738670938225,-0.012518073930634543,-0.01269638939225703,-0.006704969241868715,-0.007036883248584829,-0.005636698547586933,-0.010259732499152427,-0.009375721218807212,-0.014330945134300279,-0.0012080853634935961,-0.00904564515341867,-0.008728457621225472,-0.010463782062580711,-0.008292404333166869,-0.009702036090374408,-0.0006152735831302757,-0.01165648470932415,-0.012529527238932334,-0.01124183469317282,-0.010728290711126444,-0.00997695904420413,-0.007854577180292309,44425.0,128779.0,203285.0,264028.0,306754.0,330757.0,335064.0,324174.0,301912.0,273833.0,241116.0,208498.0,176808.0,147411.0,122748.0,100210.0,82064.0,66091.0,54016.0,43662.0,35587.0,28718.0,23213.0,18921.0,15773.0,12897.0,10680.0,8814.0,7272.0,6120.0,5033.0,4350.0,3700.0,3137.0,2589.0,2316.0,1943.0,1749.0,1385.0,1225.0,1062.0,937.0,806.0,760.0,591.0,505.0,458.0,432.0,379.0,343.0
Truth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53011.0,160443.0,261164.0,331202.0,364816.0,369639.0,350590.0,321599.0,286392.0,248375.0,212286.0,179340.0,149539.0,123298.0,100430.0,82061.0,66576.0,53707.0,43167.0,35202.0,28240.0,22867.0,18892.0,15790.0,12925.0,10532.0,8780.0,7141.0,6114.0,5114.0,4276.0,3653.0,3004.0,2630.0,2286.0,1966.0,1628.0,1388.0,1229.0,1052.0,896.0,823.0,695.0,601.0,505.0,450.0,427.0,335.0,304.0,263.0
