bins,True_ET,Tight_Final_ET
160.5,360.0,2395.0
161.5,362.0,2228.0
162.5,310.0,2136.0
163.5,351.0,2092.0
164.5,307.0,1983.0
165.5,294.0,1890.0
166.5,292.0,1766.0
167.5,267.0,1694.0
168.5,275.0,1540.0
169.5,233.0,1510.0
170.5,235.0,1479.0
171.5,258.0,1542.0
172.5,238.0,1428.0
173.5,213.0,1328.0
174.5,202.0,1285.0
175.5,202.0,1195.0
176.5,189.0,1173.0
177.5,222.0,1153.0
178.5,204.0,1138.0
179.5,178.0,1017.0
180.5,197.0,1022.0
181.5,171.0,958.0
182.5,165.0,990.0
183.5,158.0,906.0
184.5,172.0,815.0
185.5,163.0,837.0
186.5,146.0,777.0
187.5,136.0,798.0
188.5,137.0,752.0
189.5,132.0,683.0
190.5,114.0,634.0
191.5,122.0,668.0
192.5,123.0,677.0
193.5,127.0,663.0
194.5,106.0,569.0
195.5,117.0,523.0
196.5,85.0,562.0
197.5,113.0,560.0
198.5,95.0,531.0
199.5,83.0,472.0
200.5,84.0,481.0
201.5,89.0,426.0
202.5,101.0,438.0
203.5,76.0,471.0
204.5,71.0,412.0
205.5,86.0,392.0
206.5,87.0,416.0
207.5,68.0,352.0
208.5,63.0,354.0
209.5,54.0,381.0
210.5,50.0,353.0
211.5,70.0,342.0
212.5,61.0,320.0
213.5,52.0,308.0
214.5,60.0,311.0
215.5,56.0,291.0
216.5,48.0,263.0
217.5,69.0,288.0
218.5,58.0,269.0
219.5,65.0,257.0
220.5,46.0,218.0
221.5,52.0,242.0
222.5,46.0,236.0
223.5,42.0,229.0
224.5,45.0,213.0
225.5,40.0,195.0
226.5,48.0,216.0
227.5,49.0,185.0
228.5,45.0,198.0
229.5,34.0,181.0
230.5,31.0,189.0
231.5,33.0,181.0
232.5,32.0,177.0
233.5,45.0,171.0
234.5,34.0,164.0
235.5,28.0,140.0
236.5,38.0,148.0
237.5,45.0,133.0
238.5,33.0,162.0
239.5,32.0,145.0
240.5,15.0,138.0
241.5,21.0,130.0
242.5,22.0,124.0
243.5,31.0,125.0
244.5,20.0,111.0
245.5,37.0,125.0
246.5,21.0,116.0
247.5,22.0,111.0
248.5,28.0,112.0
249.5,16.0,113.0
250.5,24.0,95.0
251.5,23.0,98.0
252.5,31.0,119.0
253.5,24.0,95.0
254.5,20.0,87.0
255.5,21.0,93.0
256.5,10.0,110.0
257.5,13.0,100.0
258.5,17.0,77.0
259.5,17.0,81.0
260.5,19.0,64.0
261.5,15.0,83.0
262.5,21.0,76.0
263.5,14.0,78.0
264.5,19.0,80.0
265.5,16.0,74.0
266.5,21.0,68.0
267.5,13.0,72.0
268.5,14.0,61.0
269.5,13.0,66.0
270.5,12.0,61.0
271.5,12.0,68.0
272.5,16.0,62.0
273.5,10.0,64.0
274.5,8.0,65.0
275.5,11.0,52.0
276.5,17.0,65.0
277.5,13.0,38.0
278.5,7.0,56.0
279.5,14.0,51.0
280.5,3.0,45.0
281.5,6.0,51.0
282.5,11.0,31.0
283.5,5.0,50.0
284.5,15.0,33.0
285.5,7.0,49.0
286.5,5.0,49.0
287.5,5.0,46.0
288.5,10.0,41.0
289.5,8.0,41.0
290.5,6.0,43.0
291.5,11.0,41.0
292.5,5.0,41.0
293.5,7.0,24.0
294.5,6.0,42.0
295.5,10.0,35.0
296.5,3.0,22.0
297.5,8.0,42.0
298.5,9.0,28.0
299.5,5.0,30.0
300.5,5.0,39.0
301.5,4.0,30.0
302.5,3.0,33.0
303.5,5.0,37.0
304.5,5.0,29.0
305.5,7.0,35.0
306.5,5.0,15.0
307.5,6.0,28.0
308.5,6.0,22.0
309.5,6.0,27.0
310.5,6.0,27.0
311.5,4.0,28.0
312.5,5.0,29.0
313.5,3.0,20.0
314.5,4.0,27.0
315.5,6.0,28.0
316.5,6.0,18.0
317.5,4.0,22.0
318.5,8.0,22.0
319.5,2.0,29.0
320.5,4.0,24.0
321.5,7.0,19.0
322.5,3.0,20.0
323.5,5.0,15.0
324.5,2.0,21.0
325.5,1.0,12.0
326.5,3.0,16.0
327.5,1.0,15.0
328.5,2.0,23.0
329.5,1.0,13.0
330.5,2.0,13.0
331.5,1.0,22.0
332.5,3.0,12.0
333.5,3.0,13.0
334.5,2.0,15.0
335.5,3.0,15.0
336.5,3.0,13.0
337.5,2.0,19.0
338.5,3.0,12.0
339.5,2.0,17.0
340.5,1.0,13.0
341.5,2.0,17.0
342.5,1.0,13.0
343.5,2.0,12.0
344.5,2.0,13.0
345.5,4.0,16.0
346.5,1.0,11.0
347.5,1.0,12.0
348.5,0.0,11.0
349.5,0.0,18.0
350.5,4.0,5.0
351.5,1.0,11.0
352.5,0.0,14.0
353.5,1.0,7.0
354.5,2.0,12.0
355.5,3.0,9.0
356.5,2.0,14.0
357.5,0.0,13.0
358.5,0.0,5.0
359.5,1.0,9.0
360.5,2.0,11.0
361.5,4.0,11.0
362.5,1.0,9.0
363.5,0.0,6.0
364.5,3.0,8.0
365.5,4.0,2.0
366.5,0.0,13.0
367.5,6.0,6.0
368.5,2.0,8.0
369.5,2.0,9.0
370.5,1.0,8.0
371.5,2.0,6.0
372.5,0.0,8.0
373.5,2.0,14.0
374.5,3.0,5.0
375.5,1.0,6.0
376.5,0.0,10.0
377.5,1.0,5.0
378.5,1.0,4.0
379.5,1.0,6.0
380.5,1.0,6.0
381.5,2.0,2.0
382.5,1.0,7.0
383.5,2.0,4.0
384.5,0.0,9.0
385.5,3.0,4.0
386.5,1.0,5.0
387.5,0.0,5.0
388.5,0.0,3.0
389.5,1.0,2.0
390.5,1.0,6.0
391.5,0.0,6.0
392.5,1.0,3.0
393.5,0.0,1.0
394.5,1.0,4.0
395.5,0.0,5.0
396.5,0.0,3.0
397.5,0.0,2.0
398.5,1.0,3.0
399.5,0.0,1.0
400.5,1.0,4.0
401.5,1.0,7.0
402.5,0.0,3.0
403.5,0.0,0.0
404.5,0.0,4.0
405.5,0.0,6.0
406.5,0.0,3.0
407.5,0.0,3.0
408.5,1.0,2.0
409.5,0.0,6.0
410.5,1.0,3.0
411.5,0.0,4.0
412.5,1.0,3.0
413.5,2.0,5.0
414.5,1.0,3.0
415.5,0.0,5.0
416.5,0.0,5.0
417.5,0.0,3.0
418.5,1.0,1.0
419.5,0.0,4.0
420.5,0.0,1.0
421.5,0.0,3.0
422.5,1.0,3.0
423.5,0.0,3.0
424.5,0.0,6.0
425.5,0.0,2.0
426.5,0.0,4.0
427.5,0.0,4.0
428.5,1.0,0.0
429.5,0.0,2.0
430.5,0.0,1.0
431.5,0.0,4.0
432.5,0.0,2.0
433.5,0.0,2.0
434.5,0.0,7.0
435.5,0.0,2.0
436.5,0.0,1.0
437.5,0.0,4.0
438.5,0.0,4.0
439.5,0.0,1.0
440.5,0.0,1.0
441.5,1.0,1.0
442.5,0.0,3.0
443.5,0.0,2.0
444.5,0.0,0.0
445.5,1.0,2.0
446.5,0.0,3.0
447.5,0.0,2.0
448.5,1.0,4.0
449.5,0.0,1.0
450.5,0.0,1.0
451.5,0.0,2.0
452.5,0.0,3.0
453.5,0.0,1.0
454.5,0.0,1.0
455.5,0.0,3.0
456.5,1.0,1.0
457.5,1.0,0.0
458.5,1.0,2.0
459.5,0.0,1.0
460.5,0.0,0.0
461.5,0.0,4.0
462.5,0.0,2.0
463.5,2.0,1.0
464.5,0.0,2.0
465.5,0.0,2.0
466.5,2.0,1.0
467.5,0.0,2.0
468.5,0.0,5.0
469.5,0.0,2.0
470.5,0.0,2.0
471.5,0.0,1.0
472.5,0.0,2.0
473.5,0.0,0.0
474.5,0.0,2.0
475.5,0.0,0.0
476.5,0.0,2.0
477.5,0.0,0.0
478.5,0.0,0.0
479.5,0.0,0.0
480.5,1.0,2.0
481.5,0.0,1.0
482.5,0.0,1.0
483.5,0.0,1.0
484.5,0.0,0.0
485.5,0.0,1.0
486.5,1.0,0.0
487.5,0.0,0.0
488.5,0.0,1.0
489.5,0.0,4.0
490.5,0.0,0.0
491.5,0.0,0.0
492.5,0.0,0.0
493.5,0.0,0.0
494.5,0.0,2.0
495.5,0.0,0.0
496.5,0.0,0.0
497.5,0.0,2.0
498.5,0.0,2.0
499.5,1.0,1.0
