Tight_Final_ET,Tight_Final_EX,Tight_Final_EY,Tight_Final_SumET,Tight_Sig,Loose_Final_ET,Loose_Final_EX,Loose_Final_EY,Loose_Final_SumET,Loose_Sig,Tghtr_Final_ET,Tghtr_Final_EX,Tghtr_Final_EY,Tghtr_Final_SumET,Tghtr_Sig,FJVT_Final_ET,FJVT_Final_EX,FJVT_Final_EY,FJVT_Final_SumET,FJVT_Sig,Calo_Final_ET,Calo_Final_EX,Calo_Final_EY,Calo_Final_SumET,Calo_Sig,Track_Final_ET,Track_Final_EX,Track_Final_EY,Track_Final_SumET,Tight_RefJet_ET,Tight_RefJet_EX,Tight_RefJet_EY,Tight_RefJet_SumET,Loose_RefJet_ET,Loose_RefJet_EX,Loose_RefJet_EY,Loose_RefJet_SumET,Tghtr_RefJet_ET,Tghtr_RefJet_EX,Tghtr_RefJet_EY,Tghtr_RefJet_SumET,FJVT_RefJet_ET,FJVT_RefJet_EX,FJVT_RefJet_EY,FJVT_RefJet_SumET,Tight_Muons_ET,Tight_Muons_EX,Tight_Muons_EY,Tight_Muons_SumET,Tight_RefEle_ET,Tight_RefEle_EX,Tight_RefEle_EY,Tight_RefEle_SumET,Tight_RefGamma_ET,Tight_RefGamma_EX,Tight_RefGamma_EY,Tight_RefGamma_SumET,Loose_PVSoftTrk_ET,Loose_PVSoftTrk_EX,Loose_PVSoftTrk_EY,Loose_PVSoftTrk_SumET,Calo_SoftClus_ET,Calo_SoftClus_EX,Calo_SoftClus_EY,Calo_SoftClus_SumET,ActMu,NVx_2Tracks,NVx_4Tracks,PV_NTracks,N_Muons,N_Ele,N_Gamma,N_Jets,N_FWD_Jets,SumET_FWD_Jets,Sum_JetPU,True_EX,True_EY
74253.2744783546,-115.94138360460127,-476.63244499378965,418396.6040538229,3.9533738201978066,74912.76914167535,-12.825551677000986,-429.17390753335116,432226.30341926403,3.648893919831215,74219.59010670178,-130.99344579099295,-489.4568331377521,414401.6316379145,4.050412406654334,74047.5565764889,-130.2490493081052,-526.3844367050318,415003.1062874964,4.029639413440791,73784.8778251131,193.04719948189341,-939.8706002637196,675315.0848668731,5.374834664478124,53009.41830683962,87.4776870790862,-27.325210371079343,246772.0059175826,89499.60884704662,-125.34845105451592,-502.34882763109755,311962.12307324325,90213.84182226397,-19.22678513876197,-455.38926245072184,326146.4269700304,89394.41354255931,-140.62811720243687,-515.2126798977024,307829.03184469306,89236.87413705085,-139.90304083258516,-552.5272981418526,308527.9725244531,21039.167699575304,-82.02263310686902,21.964987598876792,22835.559710630034,18368.97098067653,12.320113643131537,13.330526742198185,19215.45211695843,1169.716412530055,9.315922670143365,-0.8869101399828272,1176.492246207326,11731.656879882012,66.78973208070289,-8.195104226819307,62852.36970517378,24536.09100583768,378.7841469618393,-471.9322309582433,320125.45506089565,38.25530506300001,20.43270402930403,17.964156593406592,69.76279175824176,0.514662271062271,0.3736956043956044,0.021346153846153845,4.831848351648351,1.0470153846153847,41055.1962598489,21218.289471129487,58.11039284263736,-20.362172752705824
47989.323256176045,62403.02402328144,62627.046065371156,181507.16879954492,2.4318000961892072,48354.18739326916,62928.985300137436,63164.9420285336,184126.4715006505,2.332242146242865,47933.59478560728,62365.52486020114,62581.64791257943,181141.75537681882,2.454418676332156,47879.083258889725,62238.52908444267,62462.14617506825,181069.80469811626,2.4451302686200487,47607.892356731674,61976.914433805294,62198.56959441725,225093.22436869267,4.628575081549142,33310.18730620272,44263.489357834274,44275.30500896747,103983.24552504146,58700.45807675519,75521.20841884134,75843.28738443619,171378.58221974,59014.86528518933,76058.22049323349,76395.23818679142,173947.96508835527,58643.60154973802,75441.99018299613,75753.9143250991,171000.0115254733,58597.067230788736,75325.86635345026,75647.38231331401,170935.0453645835,33777.82826312244,28130.776750055964,28146.767665529977,37121.406064711475,33738.91358538033,27120.663810765105,27206.666681820214,35792.92640431128,9459.085981613056,6714.830322409678,6764.134131587953,9531.959866185121,7519.85918829126,9879.31231094207,9827.244822425335,29824.32946896932,14942.283161829408,20302.77099738503,20315.584916760185,126338.16085157897,12.719948034159225,6.39465152443162,5.808375568137649,26.72040274594875,0.6352606976586402,0.5351101349165042,0.14574434878723436,1.7405278795843353,1.3804054500888365,57174.693496515785,23588.904220808035,58188.03843918258,58203.360206427256
