,Loss-1,Loss0,Loss1,Loss2,Loss3,Loss4,Loss5,Loss6,Loss7,Loss8,Loss9,Res-1,Res0,Res1,Res2,Res3,Res4,Res5,Res6,Res7,Res8,Res9,DLin-1,DLin0,DLin1,DLin2,DLin3,DLin4,DLin5,DLin6,DLin7,DLin8,DLin9,Ang-1,Ang0,Ang1,Ang2,Ang3,Ang4,Ang5,Ang6,Ang7,Ang8,Ang9,do_rot,valid_frac,batch_size,n_train_files,n_valid_files,train_size,valid_size,act,depth,width,skips,nrm,drpt,loss_fn,lr,clip_grad,epochs_trained,best_epoch
GridTest,0.8113926453515887,0.2513620853424072,0.6120969894084525,1.095352300008138,1.8774355108087712,2.758254051208496,0.0,3.8204896450042725,4.686596870422363,0.0,0.0,62.33035227673117,15.946707239684137,35.80955949459318,73.86968043453281,111.86978784201828,145.84080040407073,0.0,208.06781308926665,286.5149156239514,0.0,0.0,1.7454465813785303,1.8238955240202857,1.8115423503539732,1.4584176320734206,1.8806800580350438,1.9703167529341326,0.0,1.141058591185826,1.3803156493109785,0.0,0.0,-0.37690242659300566,0.2869093418121338,-0.5089753333558428,-0.7368942896525065,-0.8363340551202948,-0.8165895144144694,0.0,-0.841210663318634,-0.9470581412315369,0.0,0.0,False,0.05,256,66,4,5159971,300029,LeakyReLU(negative_slope=0.1),2,24,1,False,0.0,SmoothL1Loss(),0.001,0,1,1
