,loss,res-1,res0,res1,res2,res3,res4,res5,res6,res7,res8,res9,ang-1,ang0,ang1,ang2,ang3,ang4,ang5,ang6,ang7,ang8,ang9,lin-1,lin0,lin1,lin2,lin3,lin4,lin5,lin6,lin7,lin8,lin9
METNet_5,0.07824186718372989,23.76966716727667,18.690133515514553,19.886729901073664,23.755594166956396,27.97865321566059,31.83503649031616,34.92927208317873,36.70241972903187,37.71147252338445,39.08305268148906,43.72966408785634,0.7123796943327857,1.2500248034446961,0.7153526554729231,0.4031449746872104,0.2688885205708112,0.20294555765495476,0.16121692143582947,0.13409094422799062,0.11388896910811615,0.09908025948010325,0.09353760019567917,0.04830735367238518,0.7702591150659213,-0.06706911799162732,-0.14576675489354793,-0.1502248932398792,-0.14122067988690573,-0.12262122632287019,-0.10552079057244593,-0.08561838136202235,-0.07635110162213145,-0.06230749560165807
METNet_10,0.07756614910354664,23.65647205990896,18.501023020172827,19.79564069182787,23.608234245119352,27.91629090465785,31.77499781787439,34.69445347556041,36.38480309525169,37.3712084804369,39.148914301075834,44.590600364112746,0.7096527437082095,1.2453742843174627,0.7120346621048869,0.40251119387258777,0.26820218694958764,0.2027017042881036,0.1610429168261497,0.13391178374131063,0.11391256054792753,0.09937653279233333,0.09433597152347807,0.048169417383612495,0.7662360242377172,-0.06649585766297426,-0.1446051738473632,-0.14953492964885984,-0.14003186701373907,-0.12132987902750862,-0.10584966707105456,-0.08840959317541949,-0.0818338668584506,-0.07039849487243732
