-3.919999999999999929e+00 -3.759999999999999787e+00 -3.600000000000000089e+00 -3.439999999999999947e+00 -3.280000000000000249e+00 -3.120000000000000107e+00 -2.959999999999999964e+00 -2.799999999999999822e+00 -2.639999999999999680e+00 -2.479999999999999982e+00 -2.320000000000000284e+00 -2.160000000000000142e+00 -2.000000000000000000e+00 -1.839999999999999858e+00 -1.679999999999999938e+00 -1.520000000000000018e+00 -1.359999999999999876e+00 -1.199999999999999956e+00 -1.040000000000000036e+00 -8.799999999999998934e-01 -7.199999999999999734e-01 -5.600000000000000533e-01 -3.999999999999999112e-01 -2.399999999999999911e-01 -8.000000000000007105e-02 8.000000000000007105e-02 2.400000000000002132e-01 4.000000000000003553e-01 5.600000000000000533e-01 7.199999999999997513e-01 8.799999999999998934e-01 1.040000000000000036e+00 1.200000000000000178e+00 1.360000000000000320e+00 1.520000000000000462e+00 1.680000000000000160e+00 1.839999999999999858e+00 2.000000000000000000e+00 2.160000000000000142e+00 2.320000000000000284e+00 2.480000000000000426e+00 2.640000000000000124e+00 2.799999999999999822e+00 2.959999999999999964e+00 3.120000000000000107e+00 3.280000000000000249e+00 3.440000000000000391e+00 3.600000000000000089e+00 3.759999999999999787e+00 3.919999999999999929e+00
-3.919999999999999929e+00 -3.759999999999999787e+00 -3.600000000000000089e+00 -3.439999999999999947e+00 -3.280000000000000249e+00 -3.120000000000000107e+00 -2.959999999999999964e+00 -2.799999999999999822e+00 -2.639999999999999680e+00 -2.479999999999999982e+00 -2.320000000000000284e+00 -2.160000000000000142e+00 -2.000000000000000000e+00 -1.839999999999999858e+00 -1.679999999999999938e+00 -1.520000000000000018e+00 -1.359999999999999876e+00 -1.199999999999999956e+00 -1.040000000000000036e+00 -8.799999999999998934e-01 -7.199999999999999734e-01 -5.600000000000000533e-01 -3.999999999999999112e-01 -2.399999999999999911e-01 -8.000000000000007105e-02 8.000000000000007105e-02 2.400000000000002132e-01 4.000000000000003553e-01 5.600000000000000533e-01 7.199999999999997513e-01 8.799999999999998934e-01 1.040000000000000036e+00 1.200000000000000178e+00 1.360000000000000320e+00 1.520000000000000462e+00 1.680000000000000160e+00 1.839999999999999858e+00 2.000000000000000000e+00 2.160000000000000142e+00 2.320000000000000284e+00 2.480000000000000426e+00 2.640000000000000124e+00 2.799999999999999822e+00 2.959999999999999964e+00 3.120000000000000107e+00 3.280000000000000249e+00 3.440000000000000391e+00 3.600000000000000089e+00 3.759999999999999787e+00 3.919999999999999929e+00
7.600647161662954217e-05 1.140097074249446317e-04 1.900161790415738758e-04 1.520129432332590843e-04 1.140097074249446317e-04 2.660226506582034586e-04 3.420291222748329330e-04 2.660226506582034586e-04 5.700485371247231451e-04 3.040258864665181687e-04 4.940420655080933997e-04 5.700485371247216273e-04 9.120776593995545602e-04 4.940420655080919902e-04 6.080517729330380721e-04 4.560388296997772801e-04 9.120776593995545602e-04 6.460550087413529990e-04 6.840582445496658660e-04 6.840582445496658660e-04 1.140097074249446290e-03 9.880841310161839804e-04 9.120776593995545602e-04 7.600647161662975630e-04 7.600647161662955030e-04 1.216103545866072675e-03 1.026087366824498907e-03 8.740744235912398501e-04 9.880841310161896183e-04 8.360711877829250316e-04 1.064090602632813834e-03 1.064090602632813834e-03 6.460550087413510474e-04 5.700485371247216273e-04 8.360711877829250316e-04 6.840582445496696607e-04 5.700485371247216273e-04 6.080517729330363373e-04 4.940420655080919902e-04 4.940420655080919902e-04 6.080517729330363373e-04 5.700485371247246630e-04 3.800323580831477515e-04 3.040258864665181687e-04 3.040258864665181687e-04 4.560388296997772801e-04 2.660226506582034586e-04 1.900161790415749328e-04 3.040258864665181687e-04 1.140097074249443200e-04
1.900161790415743907e-04 1.140097074249449434e-04 2.660226506582041633e-04 2.660226506582041633e-04 6.840582445496696607e-04 2.660226506582041633e-04 5.700485371247231451e-04 4.940420655080933997e-04 2.660226506582048680e-04 4.560388296997785270e-04 3.040258864665199034e-04 5.320453013164083266e-04 6.840582445496678175e-04 8.740744235912423438e-04 9.880841310161896183e-04 7.220614803579827445e-04 9.880841310161867994e-04 9.500808952078745829e-04 1.102093838441131580e-03 1.140097074249446290e-03 1.482126196524284319e-03 1.520129432332595126e-03 1.216103545866075927e-03 1.292110017482709467e-03 1.140097074249446290e-03 1.748148847182484688e-03 1.216103545866075927e-03 1.482126196524280416e-03 1.254106781674398010e-03 1.558132668140910270e-03 7.980679519746124899e-04 9.500808952078718724e-04 9.500808952078718724e-04 1.292110017482705998e-03 7.220614803579827445e-04 4.940420655080962186e-04 6.080517729330379637e-04 6.080517729330379637e-04 2.280194148498892635e-04 5.700485371247231451e-04 6.080517729330379637e-04 7.220614803579867560e-04 6.460550087413529990e-04 2.660226506582041633e-04 3.040258864665189818e-04 1.520129432332594909e-04 3.040258864665189818e-04 1.140097074249452687e-04 1.900161790415743907e-04 3.040258864665189818e-04
2.280194148498886401e-04 1.520129432332595180e-04 1.520129432332590843e-04 2.660226506582034586e-04 5.700485371247231451e-04 1.140097074249443200e-04 5.320453013164069172e-04 4.180355938914625158e-04 4.560388296997785270e-04 4.180355938914625158e-04 4.180355938914637084e-04 6.080517729330363373e-04 4.560388296997772801e-04 8.360711877829250316e-04 1.026087366824501726e-03 7.980679519746102131e-04 9.880841310161839804e-04 1.634139139757539907e-03 8.740744235912398501e-04 1.520129432332591006e-03 1.634139139757539907e-03 1.786152082990794194e-03 1.672142375565850063e-03 1.634139139757539907e-03 1.520129432332591006e-03 1.862158554607423831e-03 1.444122960715961586e-03 1.330113253291017022e-03 1.558132668140914390e-03 1.482126196524276079e-03 1.444122960715961586e-03 1.102093838441128328e-03 1.292110017482702095e-03 1.254106781674387602e-03 8.740744235912398501e-04 4.940420655080948091e-04 6.840582445496658660e-04 7.980679519746102131e-04 5.700485371247216273e-04 5.320453013164069172e-04 4.560388296997772801e-04 5.700485371247246630e-04 4.560388296997772801e-04 6.080517729330363373e-04 3.420291222748329330e-04 3.420291222748329330e-04 3.800323580831477515e-04 3.420291222748348303e-04 2.660226506582034586e-04 1.900161790415738758e-04
1.900161790415738758e-04 2.280194148498892635e-04 5.320453013164069172e-04 6.460550087413510474e-04 6.460550087413529990e-04 5.320453013164069172e-04 7.600647161662955030e-04 4.180355938914625158e-04 3.800323580831487815e-04 6.080517729330363373e-04 6.840582445496678175e-04 7.980679519746102131e-04 1.178100310057757965e-03 8.740744235912398501e-04 1.292110017482705998e-03 1.254106781674387602e-03 1.102093838441128328e-03 1.938165026224058889e-03 1.900161790415738758e-03 1.368116489099331732e-03 2.128181205265633306e-03 2.546216799157089480e-03 1.862158554607423831e-03 2.052174733649003453e-03 2.090177969457312525e-03 2.356200620115515929e-03 2.052174733648997815e-03 1.444122960715961586e-03 2.090177969457324234e-03 2.280194148498886509e-03 2.128181205265627669e-03 1.558132668140905499e-03 1.520129432332591006e-03 1.330113253291017022e-03 1.368116489099331732e-03 1.482126196524284319e-03 9.120776593995545602e-04 9.120776593995545602e-04 7.980679519746102131e-04 7.980679519746102131e-04 2.660226506582034586e-04 4.180355938914648468e-04 4.180355938914625158e-04 5.700485371247216273e-04 5.700485371247216273e-04 3.040258864665181687e-04 6.080517729330363373e-04 3.040258864665199034e-04 2.280194148498886401e-04 1.520129432332590843e-04
1.900161790415743907e-04 2.280194148498898869e-04 3.040258864665189818e-04 3.420291222748339088e-04 6.080517729330398068e-04 5.700485371247231451e-04 5.320453013164083266e-04 5.320453013164083266e-04 7.600647161662997314e-04 6.460550087413529990e-04 9.120776593995595476e-04 1.292110017482705998e-03 1.634139139757539907e-03 1.178100310057761217e-03 1.634139139757544244e-03 1.938165026224058889e-03 2.052174733649003019e-03 2.128181205265638944e-03 1.786152082990799181e-03 1.976168262032373599e-03 1.862158554607434239e-03 1.216103545866075927e-03 1.900161790415743745e-03 1.330113253291024611e-03 1.672142375565854617e-03 1.862158554607429035e-03 1.368116489099335635e-03 2.356200620115522434e-03 2.014171497840700018e-03 1.444122960715965489e-03 2.166184441073948017e-03 2.508213563348782142e-03 1.862158554607429035e-03 1.900161790415743745e-03 1.520129432332595126e-03 1.254106781674398010e-03 1.330113253291020708e-03 1.406119724907650345e-03 8.360711877829273084e-04 9.880841310161867994e-04 7.980679519746124899e-04 6.080517729330414331e-04 4.180355938914636542e-04 3.040258864665189818e-04 4.560388296997785270e-04 4.180355938914636542e-04 3.420291222748339088e-04 2.660226506582056270e-04 2.660226506582041633e-04 2.280194148498892635e-04
1.140097074249443200e-04 3.420291222748339088e-04 4.180355938914625158e-04 2.280194148498886401e-04 5.320453013164083266e-04 4.560388296997772801e-04 5.320453013164069172e-04 8.740744235912398501e-04 8.360711877829274169e-04 1.216103545866072675e-03 9.880841310161867994e-04 1.520129432332591006e-03 1.254106781674387602e-03 1.634139139757535353e-03 1.444122960715965489e-03 2.128181205265627669e-03 1.938165026224053251e-03 2.128181205265633306e-03 1.406119724907646659e-03 1.558132668140905499e-03 1.558132668140910053e-03 1.254106781674387602e-03 1.444122960715961586e-03 1.634139139757539907e-03 1.786152082990794194e-03 1.558132668140905499e-03 1.064090602632813834e-03 1.558132668140905499e-03 1.520129432332599463e-03 1.368116489099331732e-03 1.634139139757535353e-03 1.406119724907646659e-03 1.748148847182479700e-03 2.622223270773719334e-03 1.634139139757535353e-03 2.014171497840693947e-03 2.128181205265627669e-03 1.368116489099331732e-03 1.140097074249443255e-03 1.140097074249443255e-03 9.500808952078693788e-04 7.980679519746146583e-04 6.080517729330363373e-04 4.560388296997772801e-04 4.180355938914625158e-04 4.940420655080919902e-04 3.420291222748329330e-04 6.460550087413547337e-04 5.700485371247216273e-04 6.460550087413510474e-04
3.800323580831477515e-04 3.420291222748339088e-04 5.700485371247216273e-04 4.940420655080919902e-04 5.320453013164083266e-04 4.940420655080919902e-04 4.180355938914625158e-04 7.600647161662955030e-04 9.880841310161867994e-04 6.840582445496658660e-04 9.120776593995570539e-04 1.672142375565850063e-03 1.634139139757535353e-03 2.622223270773719334e-03 1.824155318799114108e-03 2.014171497840683105e-03 1.406119724907646659e-03 1.520129432332595126e-03 1.862158554607423831e-03 1.900161790415738758e-03 1.824155318799114108e-03 1.786152082990794194e-03 2.204187676882256655e-03 2.014171497840688742e-03 1.748148847182479700e-03 2.090177969457312525e-03 2.204187676882256655e-03 2.014171497840683105e-03 1.862158554607434022e-03 1.824155318799109120e-03 2.052174733648997815e-03 1.710145611374164990e-03 9.500808952078693788e-04 1.482126196524276079e-03 1.748148847182479700e-03 2.356200620115528940e-03 1.862158554607423831e-03 1.862158554607423831e-03 1.596135903949220426e-03 1.406119724907646659e-03 1.064090602632813834e-03 4.940420655080948091e-04 8.360711877829250316e-04 7.600647161662955030e-04 5.320453013164069172e-04 4.560388296997772801e-04 7.600647161662955030e-04 5.320453013164098445e-04 3.040258864665181687e-04 4.180355938914625158e-04
4.560388296997772801e-04 3.420291222748339088e-04 3.420291222748329330e-04 7.600647161662955030e-04 3.800323580831487815e-04 6.840582445496658660e-04 6.080517729330363373e-04 8.360711877829250316e-04 1.102093838441131580e-03 1.026087366824498907e-03 1.672142375565854834e-03 1.634139139757535353e-03 1.786152082990794194e-03 1.596135903949220426e-03 1.406119724907650562e-03 1.368116489099331732e-03 2.128181205265627669e-03 2.166184441073948017e-03 2.204187676882256655e-03 2.356200620115515929e-03 2.432207091732152288e-03 2.546216799157089480e-03 2.470210327540460059e-03 2.584220034965411996e-03 1.900161790415738758e-03 2.546216799157089480e-03 3.040258864665182012e-03 2.926249157240237448e-03 2.166184441073953654e-03 2.280194148498886509e-03 2.242190912690571799e-03 2.128181205265627669e-03 2.052174733648997815e-03 1.710145611374164990e-03 1.292110017482702095e-03 1.672142375565859387e-03 1.748148847182479700e-03 2.698229742390348754e-03 2.052174733648997815e-03 1.786152082990794194e-03 1.330113253291017022e-03 1.178100310057764470e-03 8.360711877829250316e-04 7.220614803579807929e-04 6.840582445496658660e-04 2.280194148498886401e-04 4.180355938914625158e-04 4.180355938914648468e-04 4.180355938914625158e-04 3.800323580831477515e-04
